
n° escrita, bmp_temp, bmp_pres, bmp_alt, TT101, TT102, TT103, TT104, TT105, TT106, nivelBateria, Gx, Gy, Gz, Ax, Ay, Az, mpu_temp, LAT_GPS, LGN_GPS, KMPH_GPS, SAT_GPS, ALTURA_GPS, gps_pres,
Escrita: 488,-11.73,4401.98,19924.03,-2.98,3.10,-1.86,-1.87,-1.64,-0.68,75,0.13,-0.10,0.51,-0.82,1.30,-8.37,-8.11,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 489,-11.81,4371.26,19956.53,-2.91,2.98,-1.78,-1.89,-1.55,-0.87,73,-0.39,-0.42,0.38,-0.67,1.31,-8.61,-8.18,-22.20,-47.65,29.97,3,12041.00,19155.58,
Escrita: 490,-11.85,4309.92,20022.00,-3.00,2.77,-1.84,-1.76,-1.79,-0.86,74,0.12,-0.20,0.76,-0.89,0.94,-8.46,-8.25,-22.20,-47.65,29.48,4,12041.10,19155.27,
Escrita: 491,-11.94,4290.02,20043.39,-2.99,2.95,-1.68,-1.73,-1.77,-0.69,75,-0.14,-0.62,0.66,-0.99,1.19,-9.97,-8.31,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 492,-12.00,4259.18,20076.71,-3.00,2.84,-1.57,-1.68,-1.72,-0.74,75,-0.49,-0.48,0.66,-0.92,1.51,-9.49,-8.37,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 493,-12.09,4201.66,20139.38,-2.99,2.73,-1.58,-1.76,-1.64,-0.77,75,-0.36,-0.06,0.73,-0.74,0.78,-9.32,-8.44,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 494,-12.13,4183.98,20158.79,-2.99,2.83,-1.43,-1.73,-1.72,-0.78,75,0.02,-0.04,0.69,-1.10,1.24,-8.29,-8.49,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 495,-12.17,4153.77,20192.10,-2.99,2.77,-1.55,-1.41,-1.85,-0.92,72,0.03,0.23,0.73,-0.84,1.30,-8.52,-8.55,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 496,-12.13,4093.68,20258.94,-3.08,2.75,-1.42,-1.42,-1.74,-0.86,73,0.04,-0.76,0.65,-0.69,1.21,-9.09,-8.62,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 497,-12.25,4076.83,20277.83,-2.96,2.76,-1.31,-1.57,-1.78,-0.75,74,-0.16,-0.62,0.60,-0.99,1.12,-8.75,-8.67,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 498,-12.32,4047.45,20310.91,-3.04,2.59,-1.37,-1.43,-1.82,-0.97,73,0.02,-0.55,0.60,-1.05,1.28,-9.63,-8.73,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 499,-12.34,3987.43,20379.10,-2.86,2.72,-1.29,-1.46,-1.83,-0.87,74,0.44,-0.28,0.70,-0.82,1.44,-9.94,-8.76,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 500,-12.41,3967.73,20401.67,-3.05,2.58,-1.24,-1.50,-1.83,-0.98,71,-0.49,0.20,0.81,-1.13,1.26,-9.16,-8.82,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 501,-12.46,3936.21,20437.96,-3.08,2.55,-1.20,-1.31,-1.99,-1.06,70,0.01,0.14,0.67,-0.77,1.06,-7.57,-8.86,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 502,-12.46,3875.79,20508.19,-2.93,2.62,-1.05,-1.73,-1.81,-0.83,75,-0.23,-0.12,0.65,-1.08,1.29,-8.31,-8.91,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 503,-12.53,3859.20,20527.63,-2.97,2.55,-1.02,-1.54,-1.84,-0.85,72,-0.05,-0.03,0.67,-0.87,1.09,-8.40,-8.95,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 504,-12.57,3830.43,20561.49,-3.04,2.52,-1.02,-1.39,-2.01,-1.04,71,0.26,-0.36,0.67,-1.13,2.08,-10.20,-8.98,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 505,-12.56,3770.61,20632.58,-3.04,2.53,-0.90,-1.59,-1.78,-0.85,72,-0.23,-0.45,0.71,-1.04,1.47,-9.53,-9.01,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 506,-12.63,3755.95,20650.15,-2.98,2.52,-0.82,-1.72,-1.75,-0.82,73,-0.31,0.02,0.71,-0.96,1.50,-8.71,-9.07,-22.21,-47.65,46.49,4,12039.10,19161.51,
Escrita: 507,-12.68,3726.65,20685.41,-2.93,2.53,-0.78,-1.48,-1.79,-0.91,73,-0.16,-0.23,0.50,-1.11,1.30,-8.16,-9.10,-22.21,-47.65,44.93,4,12041.10,19155.27,
Escrita: 508,-12.66,3673.10,20750.45,-2.95,2.42,-0.75,-1.64,-1.81,-0.84,74,-0.02,0.18,0.66,-0.94,1.12,-7.84,-9.12,-22.21,-47.65,59.75,6,12028.10,19195.84,
Escrita: 509,-12.73,3653.87,20773.99,-2.95,2.48,-0.68,-1.59,-1.85,-0.80,74,0.01,0.10,0.80,-0.92,1.26,-8.00,-9.15,-22.21,-47.66,61.97,5,12026.60,19200.53,
Escrita: 510,-12.76,3624.98,20809.54,-3.03,2.38,-0.62,-1.41,-1.93,-0.96,71,-0.07,0.29,0.88,-0.87,0.82,-6.90,-9.20,-22.21,-47.66,63.08,5,12026.20,19201.78,
Escrita: 511,-12.74,3572.37,20874.89,-2.95,2.34,-0.58,-1.31,-1.86,-0.86,73,-0.13,0.39,0.83,-0.68,1.49,-10.50,-9.22,-22.21,-47.66,66.01,5,12026.20,19201.78,
Escrita: 512,-12.80,3557.42,20893.60,-3.00,2.40,-0.34,-1.67,-1.87,-0.79,74,0.04,0.05,0.83,-1.02,1.40,-8.71,-9.26,-22.21,-47.66,68.26,6,12026.20,19201.78,
Escrita: 513,-12.83,3532.88,20924.46,-3.01,2.26,-0.50,-1.38,-1.95,-0.96,70,0.21,0.15,0.94,-1.03,1.45,-8.77,-9.27,-22.21,-47.66,59.71,4,12026.30,19201.46,
Escrita: 514,-12.80,3485.00,20985.16,-2.96,2.32,-0.32,-1.44,-1.97,-0.86,71,-0.02,-0.36,0.98,-0.95,1.42,-8.92,-9.29,-22.21,-47.66,68.06,4,12026.30,19201.46,
Escrita: 515,-12.86,3472.01,21001.74,-2.95,2.36,-0.26,-1.53,-1.85,-0.79,73,-0.03,-0.16,1.01,-0.96,1.38,-8.54,-9.32,-22.21,-47.67,72.49,5,12026.30,19201.46,
Escrita: 516,-12.88,3448.60,21031.75,-2.94,2.31,-0.14,-1.72,-1.85,-0.80,74,0.22,0.13,1.09,-0.95,1.02,-8.25,-9.34,-22.21,-47.67,75.91,5,12026.30,19201.46,
Escrita: 517,-12.85,3401.11,21093.15,-2.92,2.33,-0.02,-1.65,-1.76,-0.72,74,-0.21,-0.58,1.00,-0.86,1.23,-7.82,-9.36,-22.21,-47.67,63.91,4,12026.30,19201.46,
Escrita: 518,-12.91,3388.33,21109.79,-3.02,2.24,-0.12,-1.45,-1.98,-0.85,71,-0.07,-0.18,1.03,-0.77,0.90,-8.94,-9.38,-22.22,-47.67,63.45,5,12026.30,19201.46,
Escrita: 519,-12.93,3364.15,21141.42,-2.96,2.31,0.06,-1.74,-1.83,-0.80,71,0.10,0.15,1.03,-1.14,1.49,-8.94,-9.38,-22.22,-47.67,51.41,6,12026.30,19201.46,
Escrita: 520,-12.88,3308.20,21215.31,-2.96,2.29,0.22,-1.81,-1.86,-0.81,73,-0.46,0.19,1.08,-1.18,1.21,-8.81,-9.41,-22.22,-47.67,48.50,5,12026.30,19201.46,
Escrita: 521,-12.94,3294.64,21233.36,-2.96,2.18,0.24,-1.63,-1.82,-0.76,73,0.31,0.07,0.94,-1.30,1.54,-9.98,-9.42,-22.22,-47.68,56.86,5,12026.30,19201.46,
Escrita: 522,-12.96,3269.84,21266.56,-2.92,2.27,0.38,-1.76,-1.76,-0.78,73,-0.62,0.01,1.07,-0.87,1.42,-9.81,-9.43,-22.22,-47.68,50.78,5,12026.30,19201.46,
Escrita: 523,-12.98,3222.39,21330.61,-2.94,2.16,0.34,-1.82,-1.85,-0.82,72,0.52,0.11,0.94,-0.75,1.51,-9.71,-9.43,-22.22,-47.68,46.61,5,12026.30,19201.46,
Escrita: 524,-12.98,3207.00,21351.56,-2.97,2.21,0.36,-1.75,-1.89,-0.75,72,-0.29,-0.10,0.89,-0.84,0.99,-9.05,-9.44,-22.22,-47.68,43.30,4,12026.30,19201.46,
Escrita: 525,-12.98,3182.61,21384.92,-2.91,2.22,0.56,-1.92,-1.87,-0.73,72,0.12,0.24,0.63,-1.25,1.10,-8.34,-9.47,-22.22,-47.68,47.06,4,12026.30,19201.46,
Escrita: 526,-12.97,3135.73,21449.62,-2.90,2.18,0.54,-1.82,-1.90,-0.70,72,-0.07,0.28,0.47,-0.91,1.11,-8.29,-9.47,-22.22,-47.68,49.78,4,12026.30,19201.46,
Escrita: 527,-12.98,3123.82,21466.19,-2.87,2.19,0.76,-1.90,-1.72,-0.62,73,-0.06,-0.03,0.32,-1.06,1.31,-8.73,-9.46,-22.22,-47.68,59.12,4,12026.30,19201.46,
Escrita: 528,-12.98,3103.34,21494.80,-2.91,2.16,0.84,-1.93,-1.78,-0.66,73,-0.14,-0.24,0.25,-0.92,1.26,-7.98,-9.48,-22.22,-47.69,69.67,5,12026.30,19201.46,
Escrita: 529,-12.90,3064.15,21549.95,-2.96,2.13,0.81,-1.92,-1.78,-0.62,71,-0.18,0.23,0.17,-1.00,1.29,-8.39,-9.48,-22.22,-47.69,67.71,5,12026.30,19201.46,
Escrita: 530,-12.96,3050.70,21569.02,-2.88,2.12,1.08,-1.99,-1.82,-0.53,70,0.02,0.05,0.02,-1.02,1.17,-7.98,-9.47,-22.22,-47.69,64.43,5,12026.30,19201.46,
Escrita: 531,-12.96,3029.71,21598.89,-2.95,2.06,0.99,-1.87,-1.88,-0.67,70,-0.12,0.24,0.02,-0.91,1.10,-7.94,-9.48,-22.22,-47.69,61.38,4,12026.30,19201.46,
Escrita: 532,-12.89,2989.51,21656.61,-2.85,2.21,1.20,-2.08,-1.73,-0.62,72,-0.06,0.09,-0.02,-1.18,1.52,-8.77,-9.48,-22.22,-47.69,69.47,5,12026.30,19201.46,
Escrita: 533,-12.93,2976.09,21676.01,-2.82,2.13,1.36,-2.14,-1.74,-0.55,71,-0.15,-0.03,-0.01,-1.01,1.32,-8.51,-9.46,-22.22,-47.69,73.38,5,12026.30,19201.46,
Escrita: 534,-12.94,2956.63,21704.28,-2.82,2.12,1.37,-2.08,-1.60,-0.52,72,0.16,-0.26,-0.16,-0.82,1.23,-8.20,-9.46,-22.22,-47.70,65.52,5,12026.30,19201.46,
Escrita: 535,-12.92,2924.03,21751.96,-2.74,2.16,1.49,-2.22,-1.58,-0.44,72,0.09,-0.03,-0.31,-1.17,1.16,-9.01,-9.45,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 536,-12.92,2912.77,21768.53,-2.83,2.20,1.54,-2.24,-1.55,-0.50,72,-0.17,0.35,-0.41,-1.13,1.09,-8.40,-9.45,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 537,-12.90,2895.05,21794.72,-2.85,2.12,1.52,-2.06,-1.77,-0.54,70,0.43,0.12,-0.56,-1.11,1.66,-9.07,-9.44,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 538,-12.87,2861.34,21844.88,-2.79,2.05,1.67,-2.06,-1.76,-0.47,70,-0.03,-0.29,-0.60,-1.09,1.41,-10.07,-9.42,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 539,-12.87,2850.20,21861.58,-2.76,2.18,1.81,-2.17,-1.53,-0.45,70,-0.63,0.05,-0.56,-1.11,1.26,-8.29,-9.41,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 540,-12.85,2834.41,21885.31,-2.80,2.02,1.87,-2.28,-1.69,-0.50,69,-0.34,0.39,-0.71,-1.21,1.02,-8.53,-9.39,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 541,-12.74,2802.57,21933.52,-2.71,2.05,2.02,-2.29,-1.53,-0.35,71,-0.20,-0.00,-0.86,-1.07,1.48,-9.03,-9.38,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 542,-12.79,2791.46,21950.43,-2.66,2.05,2.00,-2.16,-1.60,-0.38,68,0.23,0.21,-0.93,-0.85,0.84,-8.41,-9.35,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 543,-12.78,2774.20,21976.83,-2.65,2.18,2.26,-2.39,-1.44,-0.20,70,-0.36,0.60,-0.84,-1.22,1.15,-8.13,-9.33,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 544,-12.66,2736.90,22034.34,-2.76,2.10,2.36,-2.53,-1.47,-0.27,71,-0.21,-0.18,-1.10,-0.75,1.34,-8.99,-9.31,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 545,-12.71,2726.38,22050.68,-2.67,2.07,2.40,-2.34,-1.48,-0.33,71,-0.12,0.34,-0.97,-1.07,1.31,-8.95,-9.28,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 546,-12.70,2705.87,22082.67,-2.72,1.93,2.49,-2.46,-1.60,-0.22,70,-0.15,-0.07,-1.08,-0.90,1.33,-9.00,-9.25,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 547,-12.57,2665.67,22145.96,-2.64,2.10,2.57,-2.74,-1.40,-0.19,68,-0.36,0.27,-0.98,-0.98,1.04,-8.23,-9.23,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 548,-12.61,2655.58,22161.95,-2.60,2.14,2.72,-2.90,-1.34,-0.05,70,0.36,0.03,-1.16,-0.98,1.69,-9.38,-9.20,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 549,-12.59,2636.50,22192.35,-2.56,2.07,2.87,-2.78,-1.33,-0.05,70,-0.34,0.12,-1.06,-1.12,0.90,-7.50,-9.17,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 550,-12.47,2597.89,22254.42,-2.61,2.04,2.91,-2.70,-1.34,-0.11,68,-0.13,0.46,-1.05,-0.90,1.57,-8.78,-9.15,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 551,-12.50,2588.18,22270.14,-2.57,2.05,3.02,-3.03,-1.32,-0.15,67,0.10,-0.40,-1.13,-1.00,0.99,-8.45,-9.13,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 552,-12.49,2570.82,22298.38,-2.54,2.11,3.21,-3.19,-1.24,0.14,70,-0.45,0.16,-1.05,-0.88,1.19,-8.32,-9.08,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 553,-12.35,2539.99,22348.90,-2.53,2.05,3.20,-3.08,-1.41,0.03,68,-0.15,0.08,-1.06,-1.25,1.15,-8.05,-9.05,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 554,-12.39,2527.32,22369.82,-2.53,2.09,3.41,-3.27,-1.14,0.14,69,-0.44,-0.08,-1.13,-1.05,1.36,-9.16,-9.01,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 555,-12.36,2508.76,22400.59,-2.48,2.14,3.61,-3.41,-1.04,0.19,70,-0.27,0.41,-1.03,-1.02,1.31,-9.40,-8.97,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 556,-12.23,2476.77,22454.08,-2.44,2.13,3.59,-3.21,-1.15,0.15,67,0.12,-0.17,-1.10,-1.03,1.34,-8.79,-8.93,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 557,-12.25,2468.19,22468.53,-2.49,2.15,3.77,-3.32,-1.13,0.32,69,-0.22,0.32,-1.01,-0.91,1.08,-8.09,-8.89,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 558,-12.22,2452.00,22495.88,-2.52,1.98,3.69,-3.21,-1.17,0.20,68,-0.20,-0.01,-0.92,-1.15,1.15,-7.94,-8.84,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 559,-12.13,2418.41,22553.12,-2.42,2.12,4.01,-3.45,-1.02,0.33,69,0.27,0.25,-0.93,-0.81,1.42,-8.24,-8.81,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 560,-12.12,2409.04,22569.20,-2.34,2.11,4.18,-3.56,-1.07,0.33,68,-0.43,-0.01,-0.88,-0.83,1.11,-7.81,-8.78,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 561,-12.08,2392.98,22596.89,-2.28,2.15,4.18,-3.56,-0.87,0.40,68,0.02,0.19,-0.83,-0.97,1.02,-7.54,-8.72,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 562,-11.98,2364.76,22645.89,-2.34,2.08,4.33,-3.57,-0.99,0.43,68,-0.36,0.36,-0.71,-0.82,1.13,-7.91,-8.66,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 563,-11.97,2352.43,22667.45,-2.33,2.03,4.46,-3.77,-0.83,0.53,69,-0.28,0.26,-0.75,-1.00,1.22,-8.81,-8.62,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 564,-11.92,2336.95,22694.66,-2.29,2.09,4.58,-3.67,-0.95,0.50,67,-0.45,-0.01,-0.85,-0.97,1.03,-8.80,-8.57,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 565,-11.71,2310.07,22742.24,-2.22,2.14,4.79,-3.90,-0.82,0.64,70,-0.11,-0.27,-0.87,-1.12,1.46,-9.88,-8.53,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 566,-11.78,2301.70,22757.15,-2.07,2.17,4.85,-3.92,-0.76,0.61,68,0.26,0.12,-0.81,-1.10,1.29,-9.58,-8.47,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 567,-11.75,2288.76,22780.28,-2.17,2.05,4.92,-4.02,-0.74,0.75,68,-0.82,0.28,-0.63,-0.78,1.45,-2.20,-8.42,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 568,-11.65,2333.14,22701.36,-2.19,2.18,5.08,-4.17,-0.67,0.68,67,0.14,0.93,-1.20,-0.80,0.60,-8.92,-8.36,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 569,-11.63,2371.17,22634.72,-2.17,2.17,5.08,-4.30,-0.66,0.89,70,1.30,0.44,-1.06,-0.79,1.43,-11.43,-8.29,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 570,-11.58,2432.30,22529.37,-2.13,2.18,5.41,-4.30,-0.61,1.01,69,0.53,-0.11,-1.06,-1.20,1.26,-9.59,-8.24,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 571,-11.34,2556.09,22322.45,-2.09,2.30,5.60,-4.35,-0.62,0.99,69,0.33,0.46,-0.56,-0.46,1.09,-7.33,-8.18,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 572,-11.41,2595.58,22258.16,-2.04,2.20,5.58,-4.32,-0.66,0.92,68,-1.03,-0.60,-1.13,-0.95,0.94,-9.44,-8.12,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 573,-11.38,2666.32,22144.93,-2.04,2.28,5.70,-4.42,-0.58,1.00,70,0.33,0.50,-1.20,-1.50,1.15,-8.27,-8.06,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 574,-11.27,2797.64,21941.02,-2.01,2.27,5.88,-4.65,-0.48,1.22,70,-0.17,-0.61,-1.42,-0.78,1.71,-10.97,-8.01,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 575,-11.24,2837.03,21881.37,-1.99,2.19,5.87,-4.44,-0.51,1.05,68,0.19,0.25,-1.52,-0.77,1.57,-7.76,-7.96,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 576,-11.18,2906.28,21778.11,-1.95,2.27,5.92,-4.58,-0.47,1.09,68,-0.40,0.03,-1.69,-1.37,1.28,-9.52,-7.89,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 577,-11.05,3049.44,21570.80,-1.89,2.22,6.16,-4.81,-0.39,1.17,67,-0.26,-0.16,-1.46,-0.52,1.59,-10.14,-7.82,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 578,-11.03,3089.18,21514.65,-1.84,2.33,6.33,-4.92,-0.38,1.36,70,0.14,0.04,-1.36,-0.94,1.81,-8.96,-7.75,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 579,-10.97,3160.65,21415.14,-1.76,2.28,6.16,-4.87,-0.45,1.19,70,0.01,-0.15,-1.33,-1.02,1.54,-8.12,-7.67,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 580,-10.73,3306.89,21217.05,-1.73,2.40,6.35,-5.14,-0.15,1.37,70,-0.54,0.60,-1.13,-0.49,1.14,-9.06,-7.62,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 581,-10.79,3352.49,21156.73,-1.81,2.40,6.31,-4.83,-0.26,1.56,69,-0.06,0.05,-0.74,-0.66,1.07,-8.66,-7.54,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 582,-10.75,3432.39,21052.63,-1.84,2.33,6.35,-5.06,-0.23,1.57,68,-0.73,-0.13,-0.22,-0.35,0.88,-7.82,-7.48,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 583,-10.51,3588.91,20854.27,-1.70,2.36,6.45,-5.10,-0.19,1.58,69,0.05,0.45,-0.50,-1.51,1.61,-10.77,-7.42,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 584,-10.57,3643.36,20786.89,-1.65,2.51,6.44,-5.22,-0.00,1.74,71,-0.56,0.15,-0.16,-0.86,1.19,-8.76,-7.36,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 585,-10.54,3727.60,20684.27,-1.59,2.43,6.43,-5.28,-0.01,1.66,69,0.71,-0.55,-0.62,-1.32,1.08,-9.75,-7.29,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 586,-10.41,3892.80,20488.32,-1.53,2.48,6.47,-5.36,-0.03,1.79,69,-0.25,-0.07,-0.76,-1.01,1.00,-7.02,-7.22,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 587,-10.39,3943.11,20429.99,-1.60,2.46,6.42,-5.25,0.02,1.63,68,0.19,-0.44,-0.78,-0.85,1.29,-9.41,-7.15,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 588,-10.33,4029.99,20330.66,-1.61,2.44,6.43,-5.39,-0.01,1.83,70,-0.57,-1.21,-0.94,0.25,0.78,-5.42,-7.07,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 589,-10.26,4129.83,20218.64,-1.44,2.60,6.44,-5.45,0.11,2.01,71,-0.32,0.16,-1.05,-0.40,1.25,-8.37,-7.02,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 590,-10.13,4310.23,20021.66,-1.42,2.44,6.32,-5.46,0.12,1.68,70,0.46,0.01,-1.11,-1.33,1.69,-8.69,-6.95,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 591,-10.10,4366.05,19962.06,-1.49,2.50,6.17,-5.46,0.11,1.89,69,-0.22,0.09,-1.04,-0.47,0.34,-8.21,-6.88,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 592,-10.04,4456.14,19867.17,-1.35,2.52,6.17,-5.54,0.15,1.96,70,-0.37,0.68,-0.75,-1.23,1.01,-8.82,-6.81,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 593,-9.97,4566.62,19752.89,-1.42,2.56,6.17,-5.60,0.21,1.77,67,-0.55,-0.29,-1.27,-0.86,1.01,-6.14,-6.74,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 594,-9.78,4758.02,19560.12,-1.49,2.50,6.05,-5.58,0.14,1.94,69,-0.58,-0.47,-1.35,-1.39,2.16,-10.54,-6.67,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 595,-9.80,4815.42,19503.52,-1.29,2.60,6.05,-5.67,0.34,2.14,70,-0.72,0.31,-0.93,-0.67,0.66,-10.96,-6.61,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 596,-9.76,4920.80,19401.03,-1.31,2.58,5.93,-5.72,0.23,1.99,70,-0.20,-0.35,-0.72,-0.98,1.86,-10.67,-6.55,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 597,-9.70,5040.16,19287.08,-1.26,2.58,5.84,-5.77,0.29,2.16,71,-0.60,0.18,-0.51,-0.42,1.01,-8.01,-6.49,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 598,-9.59,5248.12,19093.65,-1.34,2.61,5.74,-5.85,0.21,2.21,70,1.21,0.09,-0.65,-0.44,1.36,-7.90,-6.43,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 599,-9.56,5305.54,19041.34,-1.19,2.63,5.73,-5.78,0.26,2.16,69,-0.05,0.11,0.17,-0.89,0.45,-7.48,-6.36,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 600,-9.51,5401.67,18954.77,-1.27,2.57,5.51,-5.76,0.26,1.99,69,0.32,0.08,-0.73,-1.09,1.61,-9.84,-6.30,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 601,-9.45,5516.29,18853.17,-1.28,2.56,5.47,-5.83,0.18,1.99,69,0.29,0.36,-0.69,-0.95,1.83,-7.58,-6.24,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 602,-9.34,5723.33,18673.91,-1.34,2.56,5.32,-5.77,0.22,2.04,69,-0.94,0.01,-0.99,-1.13,0.97,-7.07,-6.20,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 603,-9.33,5782.97,18623.25,-1.21,2.61,5.14,-5.80,0.31,2.14,70,-0.51,0.38,-1.53,-0.79,0.99,-8.10,-6.13,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 604,-9.28,5886.18,18536.56,-1.29,2.63,5.04,-5.92,0.39,2.15,70,-0.29,0.09,-1.49,-0.72,1.52,-7.30,-6.07,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 605,-9.23,6000.72,18441.79,-1.23,2.60,4.92,-5.81,0.23,2.09,69,1.16,0.39,-1.27,0.48,0.14,-7.01,-6.02,-22.28,-47.76,16.33,4,12026.20,19201.78,
Escrita: 606,-9.15,6209.83,18272.49,-1.17,2.70,4.85,-5.95,0.31,2.07,70,0.07,0.31,-1.06,-0.64,1.45,-7.12,-6.00,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 607,-9.13,6271.69,18223.29,-1.18,2.66,4.82,-5.94,0.42,2.14,70,-0.74,-0.10,-1.09,-0.99,0.78,-9.28,-5.93,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 608,-9.09,6377.07,18140.38,-1.15,2.60,4.56,-5.87,0.31,2.13,69,0.21,0.20,-1.00,-0.65,0.46,-9.10,-5.88,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 609,-9.04,6502.29,18043.28,-1.19,2.66,4.50,-5.80,0.32,2.16,69,-0.38,-1.45,-0.22,-0.47,1.44,-10.13,-5.85,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 610,-8.95,6721.42,17876.96,-1.22,2.61,4.28,-5.90,0.27,2.00,69,-0.66,0.35,-0.01,-0.52,2.22,-8.77,-5.81,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 611,-8.94,6788.19,17827.14,-1.33,2.68,4.22,-5.82,0.22,2.11,69,0.06,0.42,-0.81,-1.56,1.12,-8.34,-5.77,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 612,-8.91,6902.14,17743.05,-1.30,2.63,4.13,-5.94,0.34,2.14,70,0.01,-0.05,0.03,-1.10,0.97,-8.46,-5.72,0.00,0.00,0.00,0,0.00,101325.00,
Escrita: 613,-8.88,7029.30,17650.53,-1.15,2.75,4.01,-5.97,0.38,2.19,70,-0.20,0.30,-0.51,-1.13,1.39,-8.70,-5.68,0.00,0.00,0.00,0,0.00,101325.00,
